Lat,Long,ArcV,ArcL,DAZ,Crescent Width,MA,JD,Ele,Visibility,Lag_minutes
32.08,34.88,9.64,11.88,6.98,21.45,21.04,2452112.2,59.85,0,51.0
32.08,34.88,9.64,11.88,6.98,21.45,21.04,2452112.2,59.85,0,51.0
32.08,34.88,9.64,11.88,6.98,21.45,21.04,2452112.2,59.85,0,51.0
32.08,34.88,9.64,11.88,6.98,21.45,21.04,2452112.2,59.85,0,51.0
49.6,8.74,9.88,9.88,0.19,13.35,20.56,2455272.23,161.91,0,64.0
35.61,10.79,9.74,20.74,18.37,62.01,40.35,2456572.21,78.74,0,52.0
48.14,11.58,10.23,14.7,10.6,28.96,32.19,2458934.24,518.06,1,64.0
32.47,44.55,9.77,12.28,7.45,23.0,-20.28,1647519.75,26.45,1,-49.0
31.73,35.14,10.4,12.24,6.48,22.43,21.32,2452496.19,588.68,1,52.0
26.33,43.97,10.24,10.24,0.09,15.28,20.67,2456748.14,602.36,0,49.0
9.27,80.63,9.69,10.33,3.6,16.21,17.34,2457516.04,46.58,0,42.0
33.4,6.83,9.73,12.95,8.57,24.23,25.36,2458815.19,71.78,1,55.0
31.95,35.92,10.49,10.57,1.29,16.26,21.27,2456748.17,820.71,1,52.0
10.38,7.85,10.27,11.84,5.9,21.3,19.97,2456689.23,657.99,0,45.0
10.38,7.85,10.27,11.84,5.9,21.3,19.97,2456689.23,657.99,0,45.0
28.8,43.7,10.25,10.57,2.59,15.84,22.84,2451197.11,518.3,1,53.0
28.8,43.7,10.25,10.57,2.59,15.84,22.84,2451197.11,518.3,1,53.0
10.62,10.03,10.27,12.06,6.36,21.95,22.17,2455390.24,544.52,0,45.0
37.23,-80.41,10.35,12.36,6.79,23.12,21.79,2456630.42,634.3,0,62.0
-33.93,18.42,9.53,17.82,15.11,47.77,31.36,2457103.21,30.49,1,49.0
35.78,-5.8,9.67,12.41,7.8,20.71,26.7,2458904.26,22.77,1,51.0
31.79,35.18,10.42,12.47,6.88,22.14,24.9,2452024.18,746.14,1,53.0
29.76,-95.37,9.59,10.62,4.56,15.25,24.61,2456423.55,14.69,0,48.0
38.07,46.3,10.87,17.5,13.75,41.08,38.54,2457664.11,1398.79,1,58.0
32.7,51.7,11.24,11.38,1.83,17.69,-23.59,2453232.58,1565.46,1,-61.0
24.39,39.63,10.39,10.39,0.27,15.73,20.95,2456748.15,654.81,1,48.0
31.26,35.22,10.38,15.13,11.04,32.9,29.37,2451403.19,617.59,1,51.0
-6.76,39.24,9.6,10.85,5.06,17.92,19.36,2455862.14,12.96,1,42.0
-33.93,18.42,9.7,12.87,8.49,23.31,25.33,2458431.22,30.49,1,50.0
30.6,-104.0,11.34,11.34,0.4,17.86,24.12,2446914.57,2408.0,1,59.0
30.6,-104.0,11.34,11.34,0.4,17.86,24.12,2446914.57,2408.0,1,59.0
19.08,72.88,9.54,14.03,10.32,26.53,29.7,2456837.08,4.95,0,43.0
33.59,-7.12,10.04,12.45,7.38,20.85,26.86,2458904.27,266.8,0,52.0
32.47,44.55,9.57,9.58,0.44,13.91,18.08,1552758.32,26.45,1,48.0
32.47,44.55,9.56,17.31,14.48,43.85,32.25,1586216.27,26.45,1,52.0
38.0,23.7,9.71,9.87,1.76,13.61,21.64,2403003.16,42.02,0,53.0
38.0,23.7,9.71,9.87,1.76,13.61,21.64,2403003.16,42.02,0,53.0
2.45,101.86,9.64,9.91,2.32,14.0,20.72,2453263.97,24.98,0,39.0
38.0,23.7,9.71,9.87,1.76,13.61,21.64,2403003.16,42.02,0,53.0
28.4,36.73,10.59,16.26,12.38,38.12,31.77,2455745.2,785.47,1,52.0
26.35,43.95,10.39,10.59,2.07,15.91,22.91,2451197.11,609.33,1,52.0
24.6,46.5,10.42,11.2,4.1,18.76,20.35,2451256.13,707.03,1,48.0
-6.76,39.24,9.44,11.07,5.8,16.51,25.19,2456896.14,12.96,0,40.0
32.47,44.55,9.9,13.35,8.99,24.06,-30.76,1677758.71,26.45,1,-52.0
24.6,46.5,10.42,11.2,4.1,18.76,20.35,2451256.13,707.03,1,48.0
26.2,32.7,9.77,10.91,4.86,17.23,19.8,2451816.15,114.96,1,45.0
24.6,46.5,10.42,11.2,4.1,18.76,20.35,2451256.13,707.03,1,48.0
26.2,32.7,9.77,10.91,4.86,17.23,19.8,2451816.15,114.96,1,45.0
38.0,23.7,9.86,9.89,0.71,14.02,18.95,2402619.15,122.0,0,56.0
38.0,23.7,9.89,20.48,18.0,58.14,41.07,2406960.13,122.0,1,69.0
-27.47,153.02,9.55,16.44,13.43,39.22,31.3,2457398.87,15.71,1,46.0
27.71,85.32,10.81,11.47,3.85,17.84,26.49,2459377.06,1295.07,0,57.0
32.47,44.55,9.6,10.21,3.48,14.0,22.2,1676107.22,26.45,1,52.0
40.5,-89.0,10.09,10.52,2.97,16.02,21.39,2443577.5,244.0,1,-1385.0
40.5,-89.0,10.09,10.52,2.97,16.02,21.39,2443577.5,244.0,1,-1385.0
10.55,-61.37,9.47,12.1,7.55,20.0,25.26,2455272.43,15.37,0,41.0
10.38,7.85,10.42,12.39,6.73,20.76,27.11,2456010.24,657.99,0,44.0
31.9,51.87,11.47,12.41,4.74,20.81,-28.02,2456923.59,1902.05,1,-56.0
-33.93,18.42,9.74,11.15,5.45,18.88,20.03,2458284.16,30.49,1,56.0
33.32,-2.42,10.91,13.57,8.09,26.86,25.85,2459052.31,1190.16,1,58.0
40.5,-89.0,10.09,10.52,2.97,16.02,21.39,2443577.5,236.52,1,-1385.0
37.0,-122.0,9.77,10.32,3.35,14.33,21.94,2446973.65,62.11,1,59.0
40.5,-89.0,10.09,10.52,2.97,16.02,21.39,2443577.5,236.52,1,-1385.0
40.5,-89.0,10.09,10.52,2.97,16.02,21.39,2443577.5,236.52,1,-1385.0
40.5,-89.0,10.09,10.52,2.97,16.02,21.39,2443577.5,236.52,1,-1385.0
40.5,-89.0,10.09,10.52,2.97,16.02,21.39,2443577.5,236.52,1,-1385.0
37.0,-122.0,9.77,10.32,3.35,14.33,21.94,2446973.65,62.11,1,59.0
43.8,-87.7,9.73,9.76,0.76,13.45,19.82,2443193.48,30.0,1,-1383.0
41.3,-72.9,9.49,9.92,2.89,14.27,20.25,2443577.45,1.0,1,53.0
41.3,-72.9,9.49,9.92,2.89,14.27,20.25,2443577.45,1.0,1,53.0
41.3,-72.9,9.49,9.92,2.89,14.27,20.25,2443577.45,1.0,1,53.0
41.3,-72.9,9.49,9.92,2.89,14.27,20.25,2443577.45,1.0,1,53.0
31.81,34.64,9.68,11.88,6.92,21.44,21.03,2452112.2,12.61,1,50.0
31.81,34.64,9.68,11.88,6.92,21.44,21.03,2452112.2,12.61,1,50.0
-7.57,110.83,9.96,12.18,7.04,20.64,-24.14,2458607.44,89.91,1,-42.0
32.6,44.4,9.52,17.32,14.52,43.86,32.25,1586216.27,15.0,1,52.0
32.08,34.88,9.77,12.04,7.05,21.17,21.88,2451640.17,59.85,0,48.0
32.08,34.88,9.77,12.04,7.05,21.17,21.88,2451640.17,59.85,0,48.0
31.26,35.22,10.48,12.46,6.77,22.09,24.88,2452024.18,617.59,1,52.0
26.17,50.55,9.56,15.25,11.92,33.58,28.56,2457575.15,5.75,1,46.0
31.9,51.87,11.17,12.78,6.23,23.14,25.65,2458196.12,1902.05,1,55.0
-33.93,18.42,9.68,12.07,7.23,19.62,25.98,2458904.23,30.49,1,48.0
-34.0,18.4,10.11,11.29,5.05,19.28,20.79,2452584.22,313.6,1,54.0
2.45,101.86,9.63,9.64,0.51,13.87,17.22,2458371.97,24.98,0,40.0
47.8,20.0,10.04,12.84,8.03,25.18,21.31,2443489.12,183.0,1,76.0
32.67,51.67,11.29,14.37,8.92,29.88,-28.23,2455948.64,1575.56,1,-62.0
32.49,3.68,10.34,13.69,9.0,28.33,23.1,2457516.28,494.82,1,54.0
46.49,18.51,9.95,18.45,15.59,51.57,30.89,2458727.23,165.4,1,59.0
47.8,20.0,10.04,12.84,8.03,25.18,21.31,2443489.12,185.39,1,76.0
33.9,-118.0,9.84,14.95,11.29,32.0,28.57,2452643.54,51.25,1,59.0
47.8,20.0,10.04,12.84,8.03,25.18,21.31,2443489.12,185.39,1,76.0
33.9,-118.0,9.84,14.95,11.29,32.0,28.57,2452643.54,51.25,1,59.0
47.8,20.0,10.04,12.84,8.03,25.18,21.31,2443489.12,185.39,1,76.0
55.6,33.9,10.14,18.26,15.24,44.72,40.37,2427602.27,213.0,1,98.0
31.9,51.87,11.54,12.32,4.33,20.45,-28.59,2457277.59,1902.05,1,-56.0
49.6,8.74,10.02,14.79,10.91,29.3,32.35,2458934.24,161.91,1,65.0
55.6,33.9,10.14,18.26,15.24,44.72,40.37,2427602.27,226.08,1,98.0
55.6,33.9,10.14,18.26,15.24,44.72,40.37,2427602.27,226.08,1,98.0
2.45,101.86,9.68,10.89,5.02,17.69,20.83,2457427.98,24.98,1,41.0
55.6,33.9,10.14,18.26,15.24,44.72,40.37,2427602.27,226.08,1,98.0
10.38,7.85,10.52,11.31,4.15,18.2,23.58,2455537.22,657.99,0,49.0
32.47,44.55,9.68,13.82,9.91,25.9,31.02,1639430.33,26.45,1,51.0
25.02,67.45,9.98,17.15,13.99,42.73,31.95,2455508.03,170.79,0,52.0
10.38,7.85,10.85,12.61,6.45,21.75,-27.06,2456834.71,657.99,1,-48.0
33.39,44.48,9.73,11.83,6.76,20.42,22.63,2459052.17,37.63,0,52.0
2.45,101.86,9.63,10.07,2.95,15.29,19.24,2454149.98,24.98,0,41.0
2.45,101.86,9.65,9.71,1.16,13.34,18.93,2458430.96,24.98,1,42.0
41.6,-93.6,10.18,10.68,3.25,16.52,21.69,2443577.51,244.0,1,57.0
41.6,-93.6,10.18,10.68,3.25,16.52,21.69,2443577.51,244.0,1,57.0
36.34,43.1,10.11,10.32,2.08,15.52,20.78,2456748.15,258.3,1,53.0
21.42,39.83,10.34,13.8,9.16,26.04,-29.52,2456834.61,298.57,0,-49.0
21.42,39.83,10.34,13.8,9.16,26.04,-29.52,2456834.61,298.57,1,-49.0
36.34,43.1,10.08,10.1,0.68,15.54,16.96,2456689.11,258.3,1,55.0
32.47,44.55,9.89,9.89,0.1,14.66,-17.17,1689984.79,26.45,1,-53.0
41.6,-93.6,10.18,10.68,3.25,16.52,21.69,2443577.51,263.53,1,57.0
41.6,-93.6,10.18,10.68,3.25,16.52,21.69,2443577.51,263.53,1,57.0
41.6,-93.6,10.18,10.68,3.25,16.52,21.69,2443577.51,263.53,1,57.0
41.6,-93.6,10.18,10.68,3.25,16.52,21.69,2443577.51,263.53,1,57.0
36.8,-81.8,10.57,11.8,5.27,19.4,25.07,2453086.49,690.53,1,-1385.0
36.8,-81.8,10.57,11.8,5.27,19.4,25.07,2453086.49,690.53,1,-1385.0
28.4,36.73,10.73,12.36,6.16,21.75,24.73,2452024.17,785.47,1,52.0
35.7,51.42,10.9,13.7,8.32,28.56,23.87,2453766.09,1183.03,1,62.0
6.62,3.5,9.86,12.48,7.67,20.96,27.4,2455656.25,38.02,0,42.0
6.62,3.5,9.86,12.48,7.67,20.96,27.4,2455656.25,38.02,0,42.0
53.96,-1.08,9.74,14.77,11.15,30.74,29.24,2457369.16,18.16,0,92.0
24.47,39.61,10.8,18.17,14.66,44.55,-39.13,2458990.61,603.61,0,-49.0
48.14,11.58,10.63,17.02,13.33,41.69,-32.13,2455358.63,518.06,1,-77.0
37.23,-80.41,10.61,10.85,2.31,17.09,20.96,2457398.44,634.3,0,61.0
8.5,81.19,9.7,10.29,3.44,16.08,17.28,2457516.03,8.29,0,42.0
51.51,-0.59,9.82,14.63,10.89,30.35,29.03,2458196.26,31.42,0,66.0
37.23,-80.41,10.63,16.55,12.72,41.4,29.1,2458284.53,634.3,1,60.0
24.72,46.67,10.45,13.4,8.41,26.64,25.43,2456601.1,627.1,1,52.0
53.96,-1.08,9.82,14.53,10.74,29.08,30.94,2455567.17,18.16,1,92.0
25.07,67.2,9.93,10.62,3.78,15.28,23.14,2456010.07,101.01,0,46.0
-7.57,110.83,10.01,10.73,3.9,15.56,22.93,2458076.94,89.91,0,43.0
48.6,7.7,10.29,11.53,5.21,18.35,-25.38,2427304.68,147.17,1,-70.0
38.0,23.7,9.85,20.48,18.02,58.11,41.05,2406960.13,42.02,1,69.0
24.6,46.45,10.78,17.9,14.34,46.5,33.4,2455508.1,775.73,1,55.0
21.42,39.83,10.3,11.2,4.43,16.85,26.04,2451935.13,325.21,1,49.0
46.86,18.85,10.0,16.97,13.76,41.96,32.58,2458639.28,117.68,1,69.0
21.42,39.83,10.33,10.37,0.87,15.66,20.89,2456748.15,325.21,1,46.0
26.17,50.55,9.76,11.47,6.05,19.06,22.67,2458815.07,5.75,1,50.0
26.17,50.55,9.76,11.47,6.05,19.06,22.67,2458815.07,5.75,1,50.0
32.47,44.55,9.96,10.06,1.45,15.44,-18.81,1689541.75,26.45,1,-50.0
32.47,44.55,9.8,10.38,3.43,14.48,23.75,1639046.32,26.45,1,55.0
42.7,-83.6,10.32,11.48,5.03,19.64,20.01,2443134.42,310.87,1,68.0
42.7,-83.6,10.32,11.48,5.03,19.64,20.01,2443134.42,310.87,1,68.0
34.2,-118.0,11.34,11.38,0.88,17.56,25.03,2422729.57,2012.0,1,58.0
17.64,54.03,10.37,10.61,2.24,16.79,19.8,2457132.12,465.0,1,47.0
51.51,-0.59,9.9,15.07,11.41,30.43,32.96,2458934.27,31.42,1,66.0
25.25,45.25,10.61,17.94,14.51,46.69,33.47,2455508.1,711.85,1,56.0
-33.93,18.42,9.75,13.83,9.85,25.77,29.85,2458077.23,30.49,1,52.0
33.59,-7.12,10.32,13.96,9.44,28.91,24.73,2458372.28,266.8,0,51.0
32.51,35.3,10.06,12.14,6.82,21.51,23.22,2459052.2,92.07,1,53.0
38.0,23.7,9.85,9.88,0.72,14.0,18.94,2402619.15,42.02,0,56.0
27.7,54.4,10.84,11.23,2.94,16.96,26.79,2452762.13,810.17,1,53.0
38.0,23.7,9.85,9.88,0.72,14.0,18.94,2402619.15,42.02,0,56.0
27.7,54.4,10.84,11.23,2.94,16.96,26.79,2452762.13,810.17,1,53.0
38.0,23.7,9.85,9.88,0.72,14.0,18.94,2402619.15,42.02,0,56.0
24.39,39.63,10.69,11.42,4.02,17.56,25.18,2455656.16,654.81,1,50.0
33.59,-7.12,10.27,10.27,0.08,16.13,18.54,2457073.26,266.8,0,52.0
46.49,18.51,10.16,17.2,13.93,44.09,30.49,2458255.26,165.4,1,67.0
30.6,-104.0,11.33,11.34,0.41,17.84,24.1,2446914.57,1652.94,1,59.0
30.6,-104.0,11.33,11.34,0.41,17.84,24.1,2446914.57,1652.94,1,59.0
30.6,-104.0,11.33,11.34,0.41,17.84,24.1,2446914.57,1652.94,1,59.0
-34.0,18.4,10.41,11.92,5.81,20.98,20.95,2453027.25,313.6,1,56.0
30.6,-104.0,11.33,11.34,0.41,17.84,24.1,2446914.57,1652.94,1,59.0
30.6,-104.0,11.33,11.34,0.41,17.84,24.1,2446914.57,1652.94,1,59.0
25.07,67.2,9.92,10.05,1.6,15.15,17.32,2456305.04,101.01,0,49.0
48.14,11.58,10.75,13.41,8.04,25.21,-28.64,2457631.68,518.06,1,-69.0
22.21,58.01,10.47,10.55,1.26,15.16,-23.82,2459404.56,264.03,1,-52.0
2.78,102.19,10.33,10.52,2.01,15.01,24.49,2459376.97,279.08,1,47.0
32.47,44.55,9.79,11.52,6.11,17.87,24.52,1629980.31,26.45,1,49.0
32.0,35.9,10.82,13.4,7.93,24.55,27.71,2451462.14,1006.35,1,54.0
32.0,35.9,10.82,13.4,7.93,24.55,27.71,2451462.14,1006.35,1,54.0
2.45,101.86,9.69,9.92,2.15,13.39,23.12,2455182.97,24.98,0,45.0
23.5,90.0,9.67,16.35,13.23,38.9,30.45,2455507.97,5.79,1,50.0
23.59,58.38,9.64,17.28,14.39,41.87,34.52,2456129.12,9.15,1,44.0
31.59,9.16,10.21,14.79,10.73,32.42,27.75,2456601.19,244.61,0,55.0
43.13,5.93,9.74,18.39,15.65,45.5,40.85,2457310.21,16.89,1,59.0
37.23,-80.41,10.68,13.48,8.25,24.92,28.54,2457339.43,634.3,1,61.0
10.38,7.85,10.6,11.78,5.18,20.14,23.29,2457988.24,657.99,0,45.0
38.07,46.3,11.12,15.91,11.42,37.75,28.33,2458255.17,1398.79,1,63.0
32.47,44.55,10.12,10.23,1.47,15.39,-19.11,1621650.8,26.45,1,-51.0
5.3,102.9,9.78,9.78,0.16,13.99,17.85,2452879.97,17.37,1,41.0
40.7,-74.0,9.69,11.45,6.12,19.97,19.49,2430702.4,0.0,1,62.0
29.35,47.96,9.72,10.24,3.22,15.35,19.83,2455921.08,3.82,1,52.0
32.67,51.67,11.39,12.4,4.9,20.77,-27.99,2456923.59,1575.56,1,-56.0
32.67,51.67,11.3,13.04,6.53,24.6,25.08,2456985.07,1575.56,1,61.0
27.71,85.32,11.12,12.45,5.63,21.17,26.2,2459288.02,1295.07,1,52.0
32.47,44.55,9.99,13.26,8.75,24.43,-26.87,1681833.73,26.45,1,-51.0
32.47,44.55,9.84,17.11,14.05,39.25,39.05,1668725.27,26.45,1,48.0
32.47,44.55,9.83,14.74,11.02,32.61,26.14,1682958.27,26.45,1,48.0
43.9,18.4,10.82,16.82,12.91,42.25,30.71,2452083.28,834.4,1,71.0
43.9,18.4,10.82,16.82,12.91,42.25,30.71,2452083.28,834.4,1,71.0
2.45,101.86,9.91,14.17,10.17,30.57,23.97,2455832.96,24.98,1,42.0
2.45,101.86,9.9,9.95,1.0,14.08,19.86,2452023.97,24.98,0,42.0
42.3,-71.1,9.91,9.92,0.3,13.34,21.54,2422729.42,30.0,1,58.0
25.93,88.84,9.89,17.06,13.96,39.78,35.59,2457221.04,49.32,1,46.0
32.47,44.55,9.98,13.12,8.54,24.31,-27.75,1676872.81,26.45,1,-57.0
42.3,-71.1,9.91,9.92,0.3,13.34,21.53,2422729.42,22.67,1,57.0
42.3,-71.1,9.91,9.92,0.3,13.34,21.53,2422729.42,22.67,1,57.0
42.3,-71.1,9.91,9.92,0.3,13.34,21.53,2422729.42,22.67,1,57.0
48.14,11.58,10.59,13.15,7.82,25.17,26.04,2457812.21,518.06,1,68.0
47.6,-117.6,10.69,13.74,8.67,25.34,31.15,2452732.6,734.27,1,67.0
31.81,34.64,9.81,12.03,7.0,21.17,21.87,2451640.17,12.61,0,48.0
32.47,44.55,10.15,10.35,2.06,14.98,-20.8,1629683.79,26.45,1,-50.0
31.79,35.31,10.41,12.46,6.87,22.08,24.87,2452024.18,431.97,1,53.0
31.79,35.31,10.41,12.46,6.87,22.08,24.87,2452024.18,431.97,1,53.0
31.79,35.31,10.41,12.46,6.87,22.08,24.87,2452024.18,431.97,1,53.0
31.79,35.31,10.41,12.46,6.87,22.08,24.87,2452024.18,431.97,1,53.0
48.14,11.58,10.7,19.76,16.66,53.09,-41.84,2455712.63,518.06,1,-74.0
47.53,21.63,10.09,14.07,9.85,26.86,31.69,2459377.27,121.98,1,75.0
32.2,-110.0,11.08,11.16,1.38,16.91,24.51,2422729.55,1337.41,1,56.0
32.2,-110.0,11.08,11.16,1.38,16.91,24.51,2422729.55,1337.41,1,56.0
25.62,45.62,10.75,10.83,1.33,17.58,18.8,2456305.11,719.4,1,53.0
31.9,51.87,11.4,13.04,6.35,24.61,25.11,2456985.07,1902.05,1,62.0
-34.93,138.6,9.87,10.42,3.35,14.95,23.43,2457633.85,44.72,1,51.0
46.53,18.71,10.15,18.15,15.1,47.02,34.44,2459229.14,120.2,1,79.0
2.45,101.86,9.79,9.79,0.38,14.04,17.89,2452879.97,24.98,0,41.0
-33.93,18.42,10.02,11.69,6.06,19.47,24.21,2455537.24,30.49,1,55.0
24.64,46.72,10.55,11.21,3.8,17.01,24.55,2456010.13,584.98,0,49.0
-6.76,39.24,9.73,9.79,1.09,13.23,20.56,2456807.14,12.96,0,44.0
24.23,55.75,10.27,11.2,4.48,18.29,21.6,2459052.13,274.98,1,50.0
32.6,44.4,9.85,15.21,11.63,34.69,26.62,1682870.31,15.0,1,52.0
32.29,-111.05,10.86,13.43,7.94,24.25,31.17,2451905.52,703.51,1,61.0
32.59,3.72,10.88,13.25,7.6,26.61,-23.87,2455889.76,542.64,1,-60.0
10.38,7.85,10.97,10.97,0.03,16.28,-25.0,2456923.72,657.99,0,-46.0
18.22,42.5,11.79,19.14,15.12,54.41,-33.63,2457868.61,2224.57,1,-51.0
46.49,18.51,10.3,14.27,9.91,27.29,32.56,2458107.13,165.4,1,77.0
35.4,0.24,10.56,13.51,8.46,26.63,25.71,2459052.3,503.69,0,58.0
-7.57,110.83,10.39,12.83,7.56,22.11,-27.82,2458961.44,89.91,0,-43.0
32.47,44.55,9.94,19.67,17.04,53.64,41.0,1652720.23,26.45,1,61.0
32.47,44.55,9.87,11.14,5.18,16.65,23.93,1678174.3,26.45,1,51.0
32.5,3.7,10.54,13.49,8.44,26.62,24.89,2452880.26,517.18,1,52.0
32.5,3.7,10.54,13.49,8.44,26.62,24.89,2452880.26,517.18,1,52.0
2.45,101.86,9.76,10.01,2.25,14.59,20.49,2457811.98,24.98,0,41.0
42.7,-83.6,10.31,11.47,5.04,19.61,20.0,2443134.42,213.0,1,68.0
21.42,39.83,10.43,11.41,4.64,17.53,25.12,2455656.15,298.57,0,48.0
2.33,102.29,9.91,14.15,10.14,30.49,23.95,2455832.96,40.36,1,42.0
29.61,52.54,11.45,13.16,6.51,25.15,-24.06,2456185.59,1529.99,1,-55.0
24.81,46.65,10.7,10.8,1.51,17.5,18.75,2456305.1,654.25,1,52.0
32.67,51.67,11.42,13.72,7.62,28.65,23.96,2453766.09,1571.84,1,61.0
31.9,51.87,11.44,12.63,5.37,21.63,28.92,2459377.16,1902.05,1,63.0
32.39,-110.97,10.79,13.36,7.9,26.65,23.45,2459081.59,774.94,1,54.0
24.39,39.63,10.73,13.67,8.5,27.71,25.91,2456601.12,654.81,1,53.0
32.47,44.55,10.11,12.67,7.67,23.1,-23.55,1585653.78,26.45,1,-49.0
32.47,44.55,9.87,15.2,11.59,34.64,26.61,1682870.3,26.45,1,52.0
43.5,7.0,9.84,10.78,4.42,17.42,20.63,2422434.26,15.0,1,60.0
31.96,35.25,10.8,13.19,7.61,23.32,28.94,2451108.13,741.59,1,54.0
41.65,-0.88,10.29,18.6,15.55,46.57,41.37,2457310.23,206.45,1,60.0
47.75,7.34,10.44,22.98,20.54,77.11,40.51,2457546.31,238.61,1,70.0
30.42,-9.58,10.14,14.24,10.03,30.86,23.83,2457900.32,59.4,1,51.0
32.5,3.7,10.66,11.58,4.54,18.61,24.38,2452821.29,517.18,1,59.0
32.5,3.7,10.66,11.58,4.54,18.61,24.38,2452821.29,517.18,1,59.0
32.6,44.4,9.81,14.74,11.04,32.62,26.14,1682958.27,15.0,1,48.0
32.67,51.67,11.59,12.04,3.26,21.19,-22.22,2457012.64,1575.56,1,-63.0
23.59,58.38,9.96,11.39,5.54,19.32,20.24,2458372.1,9.15,1,44.0
37.23,-80.41,10.7,14.14,9.28,27.92,27.97,2459258.46,634.3,0,-1380.0
23.56,58.12,10.24,10.4,1.84,16.23,17.98,2456305.07,110.71,1,49.0
53.96,-1.08,10.17,22.51,20.16,76.45,-37.73,2456686.83,18.16,0,-93.0
37.23,-80.41,10.87,15.99,11.77,36.75,31.09,2458815.43,634.3,1,66.0
32.47,44.55,9.96,10.25,2.44,15.36,18.54,1644539.32,26.45,1,57.0
32.47,44.55,10.0,13.77,9.5,25.52,30.78,1678204.28,26.45,1,48.0
5.3,103.0,9.77,9.77,0.15,13.97,17.84,2452879.97,10.65,1,42.0
36.25,49.75,11.34,13.46,7.28,24.59,28.69,2453205.17,1308.5,1,63.0
2.3,102.08,9.84,11.17,5.31,17.65,21.26,2457190.97,9.07,0,43.0
32.47,44.55,10.21,20.18,17.48,59.49,-35.68,1682867.71,26.45,1,-51.0
2.45,101.86,9.91,9.92,0.35,14.27,19.92,2458814.96,24.98,0,44.0
43.8,-87.7,10.26,11.59,5.39,20.02,20.2,2443134.43,165.61,1,70.0
51.51,-0.13,9.86,9.86,0.25,13.07,21.03,2455626.24,7.55,0,67.0
51.51,-0.13,9.86,9.86,0.25,13.07,21.03,2455626.24,7.55,0,67.0
25.62,45.62,10.96,15.85,11.5,36.24,31.07,2455745.17,719.4,1,52.0
36.27,59.6,11.07,22.09,19.19,73.48,37.94,2452969.04,982.16,1,73.0
31.83,35.24,10.81,13.19,7.58,23.32,28.94,2451108.13,746.23,1,55.0
31.83,35.24,10.81,13.19,7.58,23.32,28.94,2451108.13,746.23,1,55.0
-6.76,39.24,9.9,12.54,7.73,22.68,23.5,2456158.14,12.96,1,41.0
36.72,10.34,10.13,13.17,8.44,25.29,25.05,2459052.28,89.47,1,56.0
6.5,3.4,9.81,9.83,0.66,13.09,23.53,2451551.24,0.0,1,44.0
6.5,3.4,9.81,9.83,0.66,13.09,23.53,2451551.24,0.0,0,44.0
26.35,43.95,10.81,10.87,1.14,17.72,18.88,2456305.11,609.33,1,53.0
32.29,-111.05,10.95,13.8,8.42,28.99,23.23,2452141.59,703.51,1,54.0
14.74,-17.51,9.89,11.25,5.38,19.32,20.51,2456246.28,9.66,0,46.0
31.63,-8.0,10.69,15.44,11.18,35.35,28.91,2456601.24,457.41,1,57.0
21.43,39.81,10.4,14.02,9.43,26.94,30.59,2457634.15,275.11,1,46.0
-27.47,153.02,9.92,11.19,5.2,17.29,22.85,2458579.82,15.71,1,47.0
34.36,-2.96,10.79,13.6,8.31,26.98,25.88,2459052.31,487.77,0,57.0
44.5,-68.0,10.06,10.07,0.52,14.86,18.95,2440683.46,23.84,1,-1379.0
30.46,31.18,10.05,18.94,16.12,48.87,39.58,2457221.21,14.24,1,49.0
38.2,46.0,11.3,15.5,10.65,35.92,28.56,2452083.19,1318.21,1,67.0
38.2,46.0,11.3,15.5,10.65,35.92,28.56,2452083.19,1318.21,1,67.0
21.42,39.83,10.64,17.85,14.38,44.68,35.73,2456129.17,325.21,1,47.0
28.4,36.73,11.01,11.56,3.53,20.2,20.08,2447978.16,785.47,1,53.0
23.59,58.38,9.96,19.82,17.2,58.0,35.96,2456188.09,9.15,0,46.0
53.96,-1.08,9.96,13.56,9.23,26.76,26.68,2457812.24,18.16,1,74.0
32.44,3.56,10.83,13.77,8.53,28.68,23.2,2458756.24,604.15,0,53.0
36.0,50.8,11.34,13.91,8.08,26.24,30.23,2451965.11,1605.21,1,60.0
13.7,10.7,10.66,14.59,10.0,31.95,26.38,2453323.2,356.14,1,51.0
36.0,50.8,11.34,13.91,8.08,26.24,30.23,2451965.11,1605.21,1,60.0
13.7,10.7,10.66,14.59,10.0,31.95,26.38,2453323.2,356.14,1,51.0
48.14,11.58,10.77,11.03,2.36,18.5,18.65,2456689.18,518.06,1,73.0
34.36,-2.96,10.78,18.42,14.99,49.95,33.64,2457959.31,487.77,0,55.0
43.65,-79.38,10.29,14.25,9.9,28.1,31.14,2458993.53,91.69,1,66.0
-7.57,110.83,10.39,12.95,7.76,22.79,-27.89,2459315.44,89.91,0,-43.0
32.47,44.55,10.06,25.63,23.67,96.57,44.86,1631487.27,26.45,1,54.0
38.7,-0.7,10.92,14.42,9.45,29.79,28.59,2415169.31,723.3,1,64.0
38.7,-0.7,10.92,14.42,9.45,29.79,28.59,2415169.31,723.3,1,64.0
38.7,-0.7,10.92,14.42,9.45,29.79,28.59,2415169.31,723.3,1,64.0
28.4,36.73,10.94,11.44,3.35,19.41,20.43,2448362.17,785.47,1,55.0
37.2,-84.1,10.58,13.3,8.08,23.74,29.09,2445763.48,305.0,1,-1384.0
-7.57,110.83,10.21,15.2,11.3,33.53,27.72,2456334.96,89.91,0,43.0
